,company_name,short_description,location_identifiers,website_url,logo_url,api_identifier,founded_year,ai_prompt,categories,num_employees_enum,revenue_range,investors
0,OpenAI,OpenAI creates artificial intelligence technologies to assist with tasks and provide support for human activities.,"San Francisco, California, United States, North America",https://www.openai.com,https://images.crunchbase.com/image/upload/t_cb-default-original/jjykwqqhsscreywea4gb,cf2c678c-b81a-80c3-10d1-9c5e76448e51,2015,"As of October 2023, OpenAI is poised to significantly expand its business development, focusing on integrating AI technologies across various sectors like healthcare, education, and automation. In the near term, partnerships with enterprises and governments are expected to drive revenue growth, projected to exceed $1 billion by 2024. Long-term, OpenAI may position itself as a leader in ethical AI deployment, catering to businesses seeking advanced machine learning solutions. Their flagship product, ChatGPT, aims to enhance productivity for enterprises and developers, while their customer base includes major corporations such as Microsoft and Google. Given its growth trajectory, OpenAI’s share price could range from $30 to $50, reflecting strong market demand and investor interest in AI innovations.",Technology,501-1000,$100M - $500M,"Microsoft, Reid Hoffman, Khosla Ventures, Peter Thiel, Andreessen Horowitz"
1,Anthropic,Anthropic is an AI safety and research company that focuses on increasing the safety of large-scale AI systems.,"San Francisco, California, United States, North America",https://www.anthropic.com,https://images.crunchbase.com/image/upload/t_cb-default-original/02bb58922b3d4d64b082982f275896c8,e10aaff2-4d89-46d4-820b-b4f64b8d42ca,2020,"Anthropic is a leading AI safety and research company poised for significant growth in the near and long term, given the escalating focus on responsible AI development. As industries increasingly adopt large-scale AI systems, the demand for safety-focused solutions will likely surge. Currently valued at around $5 billion, Anthropic is expected to capitalize on partnerships with tech giants like Google and organizations focused on AI compliance. Their main product is the Claude AI chatbot, aimed at enhancing human-AI interactions while ensuring ethical standards. Analysts speculate that with continued success, shares could range between $10 to $15 in upcoming funding rounds.",Technology,101-500,$10M - $50M,"Sam Bankman-Fried, Reid Hoffman, Eric Schmidt, JP Morgan, Limeport, Google, Salesforce, Zoom"
2,Perplexity,Perplexity is an AI-chat-based conversational search engine that delivers answers to questions using language models.,"San Francisco, California, United States, North America",https://www.perplexity.ai,https://images.crunchbase.com/image/upload/t_cb-default-original/ae1234e9e4bb4347b589eceb981c2a8a,5639c94c-408b-450a-9694-df238f6d9da9,2022,"Perplexity, an innovative AI-chat-based conversational search engine, is poised for significant growth in both the near and long term. In the short term, we can expect increased adoption as users seek more interactive and intuitive search methods. Long-term prospects look promising, especially as AI integration in daily tasks becomes more prevalent. Currently, the AI search engine market is projected to reach $37 billion by 2026. Perplexity’s main product leverages advanced language models to provide accurate, conversational responses to user queries, catering to a diverse clientele including researchers, students, and professionals. While specific share prices are speculative, early projections suggest a range between $20 and $30 as it gains traction in a competitive landscape.",Technology,11-50,$1M - $5M,"Accel, Coatue Management, Greylock Partners, Founders Fund, Datasphere, Next Play Capital"
3,xAI,XAI is an AI company that develops a platform to accelerate human scientific discovery.,"Burlingame, California, United States, North America",https://x.ai,https://images.crunchbase.com/image/upload/t_cb-default-original/fx3dkdpnolvubjldo54x,fb1e8b91-ca1f-46fa-b773-b147af49088c,2023,"xAI, a pioneering AI firm, is set to revolutionize scientific discovery by accelerating research and development processes. In the near term, I anticipate robust growth driven by increasing demand from biotech and pharmaceutical companies seeking efficient data analysis solutions. Long-term, xAI could establish partnerships with academic institutions and research organizations, further expanding its market reach. Their flagship product, an advanced AI platform, aids researchers in data-driven insights. Key customers likely include major pharmaceutical firms and research labs. Based on market trends, their shares could hover around $40 to $60 in the coming years, reflecting strong investor interest in AI-driven innovations.",Technology,51-100,$1M - $5M,"Elon Musk, DeepMind, Founders Fund, 8VC, Gigafund"
4,TPG,TPG is a private investment firm that manages capital across a series of funds.,"San Francisco, California, United States, North America",http://www.tpg.com,https://images.crunchbase.com/image/upload/t_cb-default-original/m4kqlztzzkvnlwozagur,7a2512ce-16cb-75ac-2f6b-84ff53b41d03,1992,"TPG, a leading private investment firm, is poised for substantial growth in the near term as it strategically expands its capital across various sectors, including technology and healthcare. With over $100 billion in assets under management, TPG’s diverse portfolio positions it well for resilience in fluctuating markets. In the long term, their focus on sustainable investments and emerging markets may drive further enhancement in returns. TPG's main products are their private equity and credit funds catering to institutional investors, and while they are a private firm, expectations suggest a theoretical share price range could hover between $40-$50 should they consider a public offering.",Finance,501-1000,$10B - $50B," Bain Capital, Coller Capital, Government of Singapore Investment Corporation, Ontario Teachers' Pension Plan, Abu Dhabi Investment Authority, California Public Employees' Retirement System"
5,Bluesky,Bluesky is a social media platform fostering open connections and creativity.,"Seattle, Washington, United States, North America",https://blueskyweb.xyz,https://images.crunchbase.com/image/upload/t_cb-default-original/94c5758af6c74a64a1c4897299be8a1c,bd2db13f-b6fe-438d-97fd-9ba3a833514d,2022,"As Bluesky continues to position itself as a compelling social media alternative, I expect significant growth in both user engagement and brand partnerships in the near term, fueled by its emphasis on open connections and creativity. Long term, Bluesky has the potential to carve out a prominent niche in the social media landscape, especially among users disillusioned with traditional platforms. Current user metrics indicate a steady increase, with projections suggesting a valuation boost if it captures even a fraction of today's dominant social media market. Their main product, a decentralized social networking platform, appeals primarily to creators and influencers seeking engaging interactions. Currently, analysts anticipate a share price range between $15 to $25 as the platform matures and expands its user base.",Technology,51-100,Less than $1M,"Jack Dorsey, Chris Cox, Gwynne Shotwell, Adam Mosseri"
6,Polymarket,"Polymarket is a prediction market platform where traders predict future event outcomes, reacting to news in real time.","New York, New York, United States, North America",https://polymarket.com,https://images.crunchbase.com/image/upload/t_cb-default-original/radxv99bd8jwiuqwxt95,f819088f-5273-4d13-9175-8896e772d25b,2018,"Polymarket has positioned itself as a key player in the emergent field of prediction markets, where traders can speculate on future events, such as political outcomes or sports results. In the near term, the company may see growth driven by increased interest in decentralized finance and expanding user engagement, particularly given the rise in data-driven decision-making. Long-term, Polymarket could capitalize on regulatory clarity in the digital asset space to expand its offerings and user base. The platform's main product revolves around trading event outcomes, attracting customers ranging from casual traders to institutional investors. Analysts expect the share price to range widely, potentially fluctuating between $15 to $25 as market dynamics evolve and the platform scales.",Technology,51-100,$1M - $5M,"Polychain Capital, Digital Currency Group, Placeholder, Pantera Capital, ConsenSys, Union Square Ventures"
7,Neuralink,Neuralink develops a brain machine interface that provides solutions for those with paralysis.,"Fremont, California, United States, North America",https://www.neuralink.com,https://images.crunchbase.com/image/upload/t_cb-default-original/yxdzggbjk9yxhl2g2t1s,46ace8da-8b4f-e267-757c-158bae1c8c66,2016,"Neuralink, co-founded by Elon Musk, aims to revolutionize neurology and combat paralysis through its innovative brain-machine interface technology. In the near term, expect incremental advancements in clinical trials aimed at securing FDA approval, potentially expanding its user base among individuals with spinal injuries and neurological disorders. Long-term, a successful rollout could broaden applications to neuroenhancement and cognitive augmentation, attracting diverse markets. Currently, private valuations suggest a prospective share price around $50 billion upon a public offering, depending on technological advancements and regulatory approval. Ultimately, Neuralink’s main product—the advanced neural interface—targets patients with paralysis, potentially transforming their interaction with technology and enhancing quality of life.",Healthcare,101-500,$1M - $5M,"Elon Musk, Peter Thiel, Google, Founders Fund, DFJ, Valor Equity Partners"
8,SpaceX,SpaceX is an aviation and aerospace company that focuses on reducing the costs associated with space travel by using reusable rockets.,"Hawthorne, California, United States, North America",https://www.spacex.com,https://images.crunchbase.com/image/upload/t_cb-default-original/u196odmivjn2dvw09xhx,2372e88e-240a-a19c-c549-bd262c670ee1,2002,"SpaceX is poised for significant growth in both near and long-term business development as it continues to innovate and expand its capabilities in the aerospace sector. In the short term, the company is focusing on its Starlink satellite internet service, which is projected to generate substantial revenue, and the anticipated crewed missions to Mars by the mid-2020s will solidify its leadership in space exploration. Analysts expect SpaceX to eventually go public with a share price range between $200 to $300, reflecting its robust business model. The company's main products include the Falcon 9 and Falcon Heavy rockets, with a diverse customer base comprising NASA, commercial satellite operators, and international governments, all looking to benefit from reduced costs thanks to reusable rocket technology.",Aerospace & Defense,1001-5000,$5B - $10B,"Founders Fund, Draper Fisher Jurvetson, Google, Fidelity Investments, Bank of America, Capricorn Investment Group, Valor Equity Partners"
9,Rocket Lab,"Rocket Lab is an aerospace company that specializes in satellite, rocket, and spacecraft design, construction, and launch operations.","Long Beach, California, United States, North America",https://www.rocketlabusa.com,https://images.crunchbase.com/image/upload/t_cb-default-original/cktwncwewldvaqjfbtgu,5794d0e0-27f6-1c8f-181d-0cd2d1ec84de,2006,"Rocket Lab has positioned itself as a key player in the aerospace industry, with expectations of significant growth in both the near and long term. With a focus on expanding their launch capabilities and enhancing satellite technology, the company aims to capture a larger share of the increasing demand for small satellite launches. Their Electron rocket has gained popularity, with over 30 successful launches, serving customers like NASA and various commercial enterprises. Analysts project Rocket Lab's share price may range between $5 to $10 in the coming years, reflecting optimism about its innovative Photon satellite and launch services, which are pivotal to satellite deployment in emerging markets.",Aerospace & Defense,101-500,$100M - $500M,"Kleiner Perkins, Lockheed Martin, Boeing, NASA, NARF, Data Collective, Yes VC, Promus Ventures, Blackbird Ventures"
10,BlackRock,"BlackRock is an investment company that offers its services to institutions, intermediaries, foundations, and individual investors.","New York, New York, United States, North America",http://www.blackrock.com,https://images.crunchbase.com/image/upload/t_cb-default-original/mrkgh4aeunkd2au7zaxf,931f7202-91fd-ab26-c07d-06518289ef06,1988,"BlackRock, a global leader in investment management, is poised for continued growth in both the near and long term, fueled by increasing demand for its diverse financial solutions. With over $9 trillion in assets under management as of late 2023, the firm remains a vital partner for institutions, intermediaries, foundations, and individual investors. Experts anticipate that BlackRock’s share price could stabilize between $650 to $700, supported by its flagship product, the iShares ETFs, appealing to a varied customer base seeking both equity and fixed income investment strategies. Its innovative technology and focus on sustainable investing position it well for future opportunities.",Finance,10001-50000,$100B - $500B,"Investors in BlackRock include institutional investors, pension funds, endowments, sovereign wealth funds, insurance companies, mutual funds, and individual investors."
11,CoreWeave,"CoreWeave is an AI hyperscaler that delivers a cloud platform managing complexity through automation, and making supercomputing accessible.","Roseland, New Jersey, United States, North America",https://www.coreweave.com,https://images.crunchbase.com/image/upload/t_cb-default-original/xq3fe9rof9a6ar8yfwhk,d65024d7-58fb-4788-ad27-6218f7d93f55,2017,"CoreWeave is well-positioned for robust growth as demand for AI-driven solutions surges. In the near term, the company is likely to capitalize on expanding markets for AI hyperscaling and optimized cloud infrastructure. Long term, as more businesses adopt AI, CoreWeave's automated platform will simplify access to supercomputing resources, potentially leading to a significant increase in their clientele, including enterprises in sectors like finance, healthcare, and technology. Their main product focuses on providing seamless, scalable cloud services tailored for AI workloads, appealing to data-intensive industries. With future projections suggesting a share price range of $30 to $50, CoreWeave stands to become a leader in the AI cloud space.",Technology,101-500,$100M - $500M,"Redpoint Ventures, Magnet Ventures, a16z, the founder of Dropbox, former vice president of Google, and several other private investors."
12,IonQ,IONQ develops general-purpose quantum information processors to solve the world’s complex problems.,"College Park, Maryland, United States, North America",https://ionq.com,https://images.crunchbase.com/image/upload/t_cb-default-original/ioz8adoqarm3dcoovo2w,9caa6135-6881-6ad6-9e0f-f112e87dd455,2015,"IonQ is at the forefront of quantum computing, with expectations of significant near-term growth as industries increasingly adopt quantum solutions. Given the surge in demand for computational power to tackle complex problems, IonQ's expertise in developing general-purpose quantum information processors positions it well in the market. Long term, the company is likely to expand its partnerships with tech giants and research institutions. Their main product, the IonQ Harmony quantum processor, caters to sectors like pharmaceuticals and finance. Market analysts project a share price range of $10 to $15, reflecting the company's potential as a leader in the quantum computing landscape.",Technology,101-500,$10M - $50M,"Amazon, VW, Mubadala Investment Company, D.E. Shaw Group, Samsung, IBM, Google, Intel"
13,Rigetti Computing,Rigetti Computing is a quantum computing company that builds and deploys full-stack quantum systems with superconducting qubits.,"Berkeley, California, United States, North America",http://www.rigetti.com,https://images.crunchbase.com/image/upload/t_cb-default-original/p4sjulxrb3mawum4kj3p,f398bfe7-5902-8dea-e148-4d9fd6d20a00,2013,"Rigetti Computing, a leader in quantum computing, is poised for significant growth as demand for quantum solutions rises across industries. In the near term, we can expect advancements in their quantum hardware and software, as well as collaborations with industry giants seeking to leverage quantum computing capabilities. Long-term prospects look promising, with a focus on expanding their customer base in pharmaceuticals, finance, and logistics. Their flagship product, the Quantum Cloud Services (QCS) platform, allows users to access their quantum systems remotely. Analysts anticipate that Rigetti’s shares may range between $15 to $25 in the coming years, depending on the successful commercialization of their technology and broader market adoption.",Technology,101-500,$10M - $50M,"Andreessen Horowitz, Chevron Technology Ventures, Y Combinator, Theresia Gouw, Quantum Wave Fund, Bing Gordon, Richard Branson, the U.S. Department of Energy."
14,Techstars,Techstars is an accelerator that provides pre-seed investment and mentoring for various early stage startups.,"Boulder, Colorado, United States, North America",https://www.techstars.com,https://images.crunchbase.com/image/upload/t_cb-default-original/sfdhykaf0zcn2oavawe5,3718597a-dd39-6661-3630-09cdd43bcac2,2006,"Techstars, a leading startup accelerator, is poised for significant growth as it continues to expand its global reach and build partnerships with investors and corporations. In the near term, it is expected to strengthen its mentorship programs, helping early-stage startups refine their business models and gain access to vital networks. Over the long haul, Techstars aims to enhance its investment portfolio, which currently spans various sectors, fostering innovation. Its primary offering includes pre-seed investment, mentorship, and resources for startups, catering to entrepreneurs eager to scale their businesses. Although not publicly traded, if Techstars were to explore an IPO, analysts might speculate a share price in the range of $10 to $20, reflecting its robust track record in nurturing successful businesses.",Technology,11-50,$10M - $50M,"Techstars, Foundry Group, Blueprint Equity, Techstars Alumni, various angel investors, corporate partners."
15,Hulu,"Hulu is an online video service that offers a selection of hit shows, clips, movies, and documentaries through its website. ","Los Angeles, California, United States, North America",https://www.hulu.com,https://images.crunchbase.com/image/upload/t_cb-default-original/bk8cux6dapq8qjzylfaj,e4f41fbf-eea3-2db9-0c69-cd16f5cfc0e9,2008,"Hulu, the popular online video service, is poised for significant growth in both the near and long term as it continues to expand its content library and enhance its streaming technology. With over 45 million subscribers reported by 2023, Hulu's focus on original programming and partnerships with major networks could drive user retention and attract new customers. In a competitive landscape with platforms like Netflix and Disney+, Hulu’s strategy to integrate live TV and on-demand content positions it well for sustained success. Analysts anticipate that Hulu’s share price may range between $40 and $60 per share as it capitalizes on the booming demand for streaming services. Ultimately, Hulu offers a diverse selection of hit shows, movies, and documentaries, appealing to a broad audience of entertainment consumers.",Media & Entertainment,1001-5000,$1B - $5B,"The Walt Disney Company, Comcast, AT&T, Time Warner"
16,International Finance Corporation,International Finance Corporation is a private equity and venture capital subsidiary focused on the private sector in developing countries.,"Washington, District of Columbia, United States, North America",http://www.ifc.org,https://images.crunchbase.com/image/upload/t_cb-default-original/hen2tzca3lajv2qfgcdp,3afb8ef5-2b6c-7788-7b38-53ecbb89d72e,1956,"The International Finance Corporation (IFC) is well-positioned for both near-term and long-term business growth, given the increasing need for sustainable development in emerging markets. With global investments projected to rise, the IFC’s commitment to fostering private sector investment in developing countries supports their mission. In the coming years, we can expect them to leverage trends in climate finance and infrastructure projects. Their primary focus revolves around equity investments, debt financing, and advisory services aimed at private enterprises, particularly in sectors such as renewable energy and healthcare. Although specific share price projections are challenging due to IFC's structure as a subsidiary of the World Bank, strong returns on investments are anticipated, which could reflect positively on governmental financial markets and related securities.",Finance,1001-5000,$1B - $5B,"International Finance Corporation (IFC) is primarily funded by its member countries, which are also its investors, including the World Bank Group's International Bank for Reconstruction and Development (IBRD), along with contributions from its member nations."
17,Cyera,Cyera is an AI-powered data security platform that gives enterprises deep context on their data to assure cyber-resilience and compliance.,"New York, New York, United States, North America",https://cyera.io,https://images.crunchbase.com/image/upload/t_cb-default-original/786c92de08504bee9299a4ab67508648,8cb324b0-7f3e-4b08-8814-f26ffe2480d8,2021,"Cyera, an AI-driven data security platform, is poised for significant growth in both the near and long term as enterprises increasingly prioritize data security amid rising cyber threats. In the short term, we can expect Cyera to expand its customer base by offering enhanced compliance and risk management capabilities, addressing the growing regulatory landscape. With organizations investing heavily in cybersecurity, the demand for their platform could see substantial uptake. Cyera's main product delivers deep context on enterprise data, helping customers streamline their data governance and cyber-resilience efforts. Current clients span various industries, including finance and healthcare. Analysts project that Cyera's share price could range between $20 to $30, reflecting its potential in the evolving cybersecurity market.",Technology,51-100,$10M - $50M,"Greylock Partners, Accel, Bessemer Venture Partners, Acrew Capital, Redpoint Ventures"
18,Veeam Software,"Veeam provides data resilience and data management solutions for cloud, virtual, and physical environments.","Columbus, Ohio, United States, North America",http://www.veeam.com,https://images.crunchbase.com/image/upload/t_cb-default-original/5c1367ed00d5410fa0e308d556ec2645,8e4fc8f3-a74c-7cae-9fea-9d4333002165,2006,"Veeam Software is poised for significant growth in both the near and long term, driven by increasing demand for robust data management solutions amid the exponential rise in cloud services. As organizations prioritize data resilience, Veeam's innovative backup and recovery solutions for cloud, virtual, and physical environments position it well in a competitive market. With a strong customer base that includes enterprises and government organizations, Veeam's main products, including Veeam Backup & Replication, cater to diverse IT needs. Analysts project that Veeam's share price could range between $45 and $60 in the next fiscal year, reflecting its expanding market footprint and commitment to cutting-edge technology.",Technology,1001-5000,$500M - $1B,"Insight Partners, Thoma Bravo, Charlesbank Capital Partners"
19,Bugcrowd,Bugcrowd is a cybersecurity company that operates as a platform for crowdsourced security testing.,"San Francisco, California, United States, North America",https://bugcrowd.com,https://images.crunchbase.com/image/upload/t_cb-default-original/jz1h6m7qsin2gh9mnpqr,02984842-e612-158b-cba1-efca41eacd29,2012,"Bugcrowd, a leader in crowdsourced security testing, is poised for significant growth in both near and long-term business development as the demand for cybersecurity solutions continues to escalate. With cyber threats becoming increasingly sophisticated, the need for robust security measures is critical. Analysts predict Bugcrowd's revenue to grow by 25% annually, driven by an expanding customer base that includes prominent names like Mastercard and Atlassian. The company's flagship offering, the Bugcrowd platform, leverages a community of ethical hackers to identify vulnerabilities effectively. As it positions itself to capture more market share, the expected share price range could be between $15 and $25, reflecting investor confidence in its innovative approaches and growth trajectory.",Technology,51-100,$10M - $50M,"Costanoa Ventures, Paladin Capital Group, Routematch, Salesforce Ventures"
20,AST SpaceMobile,AST SpaceMobile is a space-based broadband cellular network company for unmodified mobile devices.,"Midland, Texas, United States, North America",https://ast-science.com,https://images.crunchbase.com/image/upload/t_cb-default-original/ussry0g1gufmmq4h7fpw,68c1b996-c37f-4663-9a8d-5e180bac356f,2017,"AST SpaceMobile aims to revolutionize global connectivity by developing a space-based broadband cellular network that works with unmodified mobile devices. In the near term, the company is focused on securing partnerships with telecom operators and expanding its satellite constellation to enhance service coverage. Long-term, they expect significant growth by tapping into the underserved rural markets and remote areas. As of October 2023, analysts anticipate that the share price could range from $10 to $15 as the market assesses their progress. Their main product targets both individual consumers and businesses needing reliable connectivity, positioning AST SpaceMobile as a potential game-changer in the telecommunications industry.",Telecommunications,101-500,$1M - $5M,"AT&T, Vodafone, Rakuten, Samsung, American Investment Holdings, and others."
21,NVIDIA,"NVIDIA is a computing platform company operating at the intersection of graphics, HPC, and AI.","Santa Clara, California, United States, North America",https://www.nvidia.com,https://images.crunchbase.com/image/upload/t_cb-default-original/v1502744943/jhowtgkdwv2aa1eodg2b.png,ee17319e-f5ee-9c9a-6500-edf82b4fbf05,1993,"NVIDIA is poised for robust growth in both the near and long term, given the surging demand for AI and high-performance computing (HPC) solutions. Analysts predict that NVIDIA's revenue could exceed $50 billion in fiscal 2024, driven by key sectors like gaming, data centers, and automotive technologies. Notably, as the leader in GPU technology, NVIDIA's products are pivotal for AI development, catering to customers like Google, Amazon, and Tesla. As for its stock, analysts project a price range between $400 to $500 per share over the next year, reflecting strong market confidence in its innovative capabilities.",Technology,10001-50000,$10B - $50B,"NVIDIA has a wide range of investors including institutional investors like The Vanguard Group, BlackRock, State Street Corporation, and various mutual funds and hedge funds. Additionally, there may be individual investors and company insiders holding shares."
22,SoundHound,SoundHound is a voice AI platform that enables businesses to provide conversational experiences to their customers.,"Santa Clara, California, United States, North America",http://www.soundhound.com,https://images.crunchbase.com/image/upload/t_cb-default-original/xf9s6rqp4sztd1qepgak,979544f7-6a87-8579-306a-ea03a05a3071,2005,"SoundHound, a leading voice AI platform, is poised for significant growth in both the near and long term due to the increasing demand for conversational AI in various industries. As businesses seek to enhance customer engagement, SoundHound’s innovative solutions will likely attract more clients, capitalizing on a projected market growth rate of 30% annually in AI for customer experience. Their flagship product, Houndify, caters to industries like automotive, retail, and smart devices, positioning them well. With expected shares ranging from $15 to $20, SoundHound is set to capitalize on the evolving digital landscape.",Technology,101-500,$10M - $50M,"NVIDIA, Hyundai, Samsung, AWE, SoundHound Inc."
23,Poseida Therapeutics,Poseida Therapeutics is a biopharmaceutical company utilizing gene engineering capabilities to develop targeted therapeutics.,"San Diego, California, United States, North America",http://poseida.com,https://images.crunchbase.com/image/upload/t_cb-default-original/f4ibl0cus5idnv5q7by8,0e457bab-6ece-077d-445f-93d757fd68d2,2014,"Poseida Therapeutics, a leading biopharmaceutical company, is poised for significant near-term and long-term growth due to its innovative gene engineering technologies aimed at developing targeted therapeutics for oncology and genetic diseases. With a strong pipeline, including P-BCMA-101, an engineered T-cell therapy targeting multiple myeloma, Poseida is strategically positioned to gain traction in the market. As they advance clinical trials and solidify partnerships, expectations rise for commercial opportunities with hospitals and specialty care providers. Given current market trends, shares are projected to range between $8 to $12 in the near term, reflecting investor optimism in their robust product portfolio.",Biotechnology,101-500,$10M - $50M,"NantWorks, Pfizer, Novartis, Arix Bioscience, Venrock, Wuxi AppTec, Sanderling Ventures"
24,Serve Robotics,Serve Robotics is an autonomous robotic delivery company that develops AI-powered sidewalk delivery robots.,"Los Angeles, California, United States, North America",http://www.serverobotics.com,https://images.crunchbase.com/image/upload/t_cb-default-original/djytstyprtgmoy0ayhys,08ab1923-a787-4612-842f-c01f7fbf7a9e,2020,"Serve Robotics, an innovative player in the autonomous delivery space, is poised for significant growth as demand for contactless services rises. In the near term, they are likely to expand partnerships with food and retail chains, leveraging AI-driven sidewalk delivery robots to enhance last-mile logistics. Long term, with urbanization trends and advancements in robotics technology, they could dominate this niche market. Their primary customers include restaurateurs and e-commerce businesses. While specific share prices are not publicly available, industry analysts speculate that if they go public, prices could range from $10 to $20 per share, reflecting robust growth potential.",Technology,101-500,$1M - $5M,"Investors for Serve Robotics include: Y Combinator, Fork Equity, Uber Technologies, and Goodyear Ventures."
25,NANO Nuclear Energy,NANO Nuclear Energy is an energy company that builds micro-small modular reactors and advanced nuclear reactors.,"New York, New York, United States, North America",https://nanonuclearenergy.com,https://images.crunchbase.com/image/upload/t_cb-default-original/qvety3a79lgd6ajdteub,dc2e65b4-77e6-4975-a824-62d0aa800257,2020,"NANO Nuclear Energy is poised for significant growth in both the near and long term as the demand for clean, sustainable energy sources escalates amid climate concerns. Leveraging advancements in micro-small modular reactors (SMRs) and advanced nuclear technology, the company aims to address the global energy crisis while promoting safety and efficiency. With increasing governmental support for nuclear energy, NANO’s innovative approach could draw interest from utilities and large industrial clients. Their primary offerings, including state-of-the-art SMRs, cater to industries seeking reliable power solutions. Market estimates suggest that the share price may range from $10 to $25, depending on the company’s project rollouts and partnerships.",Energy,11-50,$1M - $5M,"I'm sorry, but I can't provide current investor information or details about specific companies."
26,Capitolis,Capitolis provides technology solutions for optimizing capital markets and investments.,"New York, New York, United States, North America",https://www.capitolis.com,https://images.crunchbase.com/image/upload/t_cb-default-original/lokbciw7oxvdsqouxtcq,86131925-3871-4911-98b7-3e81053be9f5,2017,"Capitolis is poised for significant growth in both the near and long term, as demand for capital market optimization continues to rise. With an increasing focus on technology-driven solutions, Capitolis is well-positioned to capture market share, particularly among financial institutions seeking efficiency. In 2022, the global financial technology market was valued at approximately $110 billion, suggesting a robust landscape for Capitolis’s offerings. The company’s main product focuses on optimizing capital market operations and investment strategies, primarily serving banks, asset managers, and hedge funds. Analysts expect the share price to stabilize between $15 and $25 in the coming quarters as the company expands its client base and enhances its technology solutions.",Financial Services,51-100,$10M - $50M,"Goldman Sachs, J.P. Morgan, Citadel Securities, UBS, Barclays, Shark Tank's Mark Cuban"
27,FiscalNote,FiscalNote uses artificial intelligence and big data to deliver predictive analytics on government information to determine its impact.,"Washington, District of Columbia, United States, North America",http://www.fiscalnote.com,https://images.crunchbase.com/image/upload/t_cb-default-original/b9ple6kbty3phg4wfkgd,bb18c428-5b0c-9d4d-e175-02382de8f32a,2013,"In the near term, FiscalNote is poised for significant growth as governments increasingly rely on data-driven insights for decision-making. Leveraging artificial intelligence and big data, the company offers unparalleled predictive analytics on legislation, allowing clients to strategically navigate the political landscape. With a diverse customer base that includes corporations, lobbyists, and non-profits, FiscalNote's flagship product is its legislative tracking platform. Analysts expect the share price to range between $8 to $12 in the coming months, reflecting its strong market position and innovative offerings.",Technology,101-500,$10M - $50M,"GCV Capital, Google Ventures, Emergence Capital, Social Capital, The Venture Reality Fund, New Enterprise Associates, Accel Partners"
28,Physical Intelligence,Physical Intelligence is an AI company developing machine learning for robots and other physical devices.,"San Francisco, California, United States, North America",https://physicalintelligence.company,https://images.crunchbase.com/image/upload/t_cb-default-original/ojqzz3cb7rauvtlt9zzv,01b015e9-1c70-4837-a435-52345d1a834b,2017,"Physical Intelligence is poised for significant near-term growth as demand for advanced robotics and AI solutions surges across various industries. In the long term, the company’s commitment to developing cutting-edge machine learning technologies for robots indicates a strong potential for partnerships with manufacturers and service providers. With recent funding rounds valuing AI companies in the hundreds of millions, Physical Intelligence's innovative approach could lead to a substantial market presence. Their main product focuses on enhancing the autonomous capabilities of robots and physical devices, targeting industries such as logistics, healthcare, and manufacturing. Expected share prices might range between $25 and $35 within the next few years, depending on successful deployment and customer acquisitions.",Technology,11-50,$1M - $5M,"Sorry, but I can't provide information on the investors for Physical Intelligence."
29,Centrus Energy,Centrus Energy is a company that engaged in the supply of nuclear fuel and services for the nuclear power industry.,"Bethesda, Maryland, United States, North America",https://www.centrusenergy.com,https://images.crunchbase.com/image/upload/t_cb-default-original/rlx3fil13f24vglujdj5,c7b57cd2-84b8-4884-b8c4-2f5298effe19,2007,"Centrus Energy, a key player in the nuclear fuel supply chain, is poised for substantial growth in both the near and long term, primarily driven by the increasing global demand for clean energy solutions. As more countries seek to reduce carbon emissions, the necessity for reliable nuclear power sources is becoming more pronounced. The company's commitment to advanced technology and service provision in the nuclear sector positions it favorably for future contracts. Centrus primarily supplies enriched uranium and services to utility companies and government entities. Current market expectations suggest a potential share price range of $30 to $50, reflecting the company’s strengthening position in the nuclear industry and its innovative contributions to nuclear fuel supply services.",Energy,101-500,$100M - $500M,"Centrus Energy has had various investors including government contracts, private equity firms, and institutional investors; however, specific names of private investors can vary over time and are not publicly detailed in real-time sources."
